City,ID,Lat,Long,Max Temp,Humidity,Cloudiness,Wind,Country,Date
kahului,5847411,20.8947,-156.47,84.22,65,75,12.66,US,Sat Jun 26 21:12:54 2021
pavlodar,1520240,52.3,76.95,69.6,46,0,11.18,KZ,Sat Jun 26 21:12:54 2021
morondava,1058381,-20.2833,44.2833,63.9,58,0,6.98,MG,Sat Jun 26 21:12:54 2021
rantepao,1629974,-2.9701,119.8978,71.29,95,99,1.45,ID,Sat Jun 26 21:12:55 2021
novyy urgal,2047258,51.0736,132.5642,79.29,56,75,1.79,RU,Sat Jun 26 21:12:55 2021
hit,95788,33.6416,42.8251,94.14,14,0,6.76,IQ,Sat Jun 26 21:12:55 2021
bam,141736,29.106,58.357,91.08,11,0,6.64,IR,Sat Jun 26 21:12:56 2021
acajutla,3587498,13.5928,-89.8275,80.8,82,94,2.75,SV,Sat Jun 26 21:12:56 2021
road town,3577430,18.4167,-64.6167,80.69,78,100,19.86,VG,Sat Jun 26 21:12:57 2021
kavaratti,1267390,10.5669,72.642,82.02,77,99,16.6,IN,Sat Jun 26 21:12:57 2021
tahoua,2439376,14.8888,5.2692,87.19,40,9,8.57,NE,Sat Jun 26 21:12:57 2021
tilichiki,2120591,60.4667,166.1,53.42,75,76,9.37,RU,Sat Jun 26 21:12:58 2021
bahia blanca,3865086,-38.7196,-62.2724,43.21,82,100,13.96,AR,Sat Jun 26 21:08:21 2021
mizan teferi,330534,6.9833,35.5833,61.57,81,94,3.22,ET,Sat Jun 26 21:12:58 2021
atasu,1526041,48.6814,71.6433,70.32,28,78,10,KZ,Sat Jun 26 21:12:59 2021
richmond heights,5168063,41.5528,-81.5101,79.57,64,1,14.97,US,Sat Jun 26 21:12:59 2021
ordu,741098,40.9086,37.6845,63.1,79,0,3.2,TR,Sat Jun 26 21:12:59 2021
guangshui,1809879,31.6199,113.9978,77.56,94,100,3.18,CN,Sat Jun 26 21:13:00 2021
skawina,3085807,49.9752,19.8287,63.37,91,40,1.14,PL,Sat Jun 26 21:13:00 2021
mindelo,3374462,16.8901,-24.9804,74.75,78,75,18.41,CV,Sat Jun 26 21:13:00 2021
ituporanga,3460514,-27.4144,-49.6025,63.01,99,99,0.4,BR,Sat Jun 26 21:13:01 2021
ugoofaaru,1337619,5.6667,73,81.91,75,90,10.85,MV,Sat Jun 26 21:13:01 2021
moose factory,6078372,51.2585,-80.6094,45.63,75,100,6.67,CA,Sat Jun 26 21:13:02 2021
seymchan,2121373,62.8833,152.4333,80.8,25,76,5.3,RU,Sat Jun 26 21:13:02 2021
pudozh,504269,61.8099,36.5345,65.12,93,79,1.16,RU,Sat Jun 26 21:13:02 2021
nokaneng,933211,-19.6667,22.2667,52.59,39,5,4.54,BW,Sat Jun 26 21:13:03 2021
meulaboh,1214488,4.1363,96.1285,81.05,77,51,5.3,ID,Sat Jun 26 21:13:03 2021
vao,2137773,-22.6667,167.4833,73.09,72,91,10.29,NC,Sat Jun 26 21:13:04 2021
auki,2109701,-8.7676,160.7034,83.12,73,100,5.32,SB,Sat Jun 26 21:13:04 2021
kamaishi,2112444,39.2667,141.8833,74.68,70,74,6.46,JP,Sat Jun 26 21:13:04 2021
altay,1529651,47.8667,88.1167,59.14,60,100,10.67,CN,Sat Jun 26 21:13:05 2021
aklavik,5882953,68.2191,-135.0107,70.48,43,100,11.39,CA,Sat Jun 26 21:13:05 2021
estacion coahuila,3979494,32.1939,-115.0017,99.97,24,0,14,MX,Sat Jun 26 21:13:05 2021
frontera,3980180,26.9333,-101.45,86.32,48,6,14.03,MX,Sat Jun 26 21:13:06 2021
pisco,3932145,-13.7,-76.2167,60.85,88,81,10.36,PE,Sat Jun 26 21:13:06 2021
cherskiy,2126199,68.75,161.3,73.98,35,100,4.61,RU,Sat Jun 26 21:13:06 2021
batan,3624730,10.0844,-83.341,73.62,94,100,3,CR,Sat Jun 26 21:13:07 2021
karlshamn,2701727,56.1706,14.8619,57.9,88,25,6.55,SE,Sat Jun 26 21:13:07 2021
raudeberg,3146487,61.9875,5.1352,53.2,82,39,14.32,NO,Sat Jun 26 21:13:08 2021
tiksi,2015306,71.6872,128.8694,36.12,85,100,7.63,RU,Sat Jun 26 21:13:08 2021
mahuta,878121,-10.8667,39.45,58.59,97,0,0.34,TZ,Sat Jun 26 21:13:08 2021
saint-augustin,6137462,51.226,-58.6502,55.72,97,100,9.44,CA,Sat Jun 26 21:13:09 2021
tondano,1623424,1.3038,124.9112,75.29,70,100,2.42,ID,Sat Jun 26 21:13:09 2021
fort dodge,4857486,42.4975,-94.168,68.13,94,40,4.61,US,Sat Jun 26 21:04:49 2021
yanam,1252795,16.7333,82.2167,86.4,51,81,4.68,IN,Sat Jun 26 21:13:10 2021
drezdenko,3100127,52.8383,15.8308,60.26,76,69,1.72,PL,Sat Jun 26 21:13:10 2021
kieta,2094027,-6.2167,155.6333,82.26,79,100,4.54,PG,Sat Jun 26 21:13:10 2021
chicama,3698359,-7.8447,-79.1469,63.18,87,81,5.79,PE,Sat Jun 26 21:13:11 2021
mount gambier,2156643,-37.8333,140.7667,57.47,67,33,2.89,AU,Sat Jun 26 21:12:04 2021
lesnoy,6853140,57.6198,63.0784,64.45,81,97,9.64,RU,Sat Jun 26 21:13:11 2021
chuy,3443061,-33.6971,-53.4616,56.05,94,100,10.6,UY,Sat Jun 26 21:13:12 2021
wanxian,1791748,30.8039,108.3897,86.9,80,100,3.78,CN,Sat Jun 26 21:13:12 2021
pouebo,2138607,-20.4,164.5667,77.13,63,98,8.88,NC,Sat Jun 26 21:13:12 2021
billings,5640350,45.7833,-108.5007,76.51,45,75,0,US,Sat Jun 26 21:13:13 2021
duku,2344415,11.2361,4.9073,72.64,91,72,6.51,NG,Sat Jun 26 21:13:13 2021
adrar,2381972,20.5022,-10.0711,87.21,17,2,9.42,MR,Sat Jun 26 21:13:13 2021
kuhdasht,126409,33.535,47.6061,74.71,11,27,3.78,IR,Sat Jun 26 21:13:14 2021
muncar,1634718,-8.4333,114.3333,84.51,73,47,5.19,ID,Sat Jun 26 21:13:14 2021
acapulco,3533462,16.8634,-99.8901,72.88,92,100,7.34,MX,Sat Jun 26 21:13:15 2021
mandalgovi,2030065,45.7625,106.2708,86.88,14,39,17.92,MN,Sat Jun 26 21:13:15 2021
las vegas,5506956,36.175,-115.1372,101.08,14,1,0,US,Sat Jun 26 21:10:51 2021
geraldton,2070998,-28.7667,114.6,57.61,77,90,14.97,AU,Sat Jun 26 21:13:15 2021
omboue,2396853,-1.5746,9.2618,72.16,93,73,5.77,GA,Sat Jun 26 21:13:16 2021
arrifes,3373329,37.7667,-25.7,64.65,94,20,5.75,PT,Sat Jun 26 21:13:16 2021
shenkursk,494884,62.1091,42.896,70.88,58,89,5.21,RU,Sat Jun 26 21:13:17 2021
bayshore gardens,4146934,27.4253,-82.5904,80.98,88,1,6.91,US,Sat Jun 26 21:13:17 2021
raduzhnyy,1540356,62.0961,77.475,59.83,41,48,7.83,RU,Sat Jun 26 21:13:17 2021
biltine,244878,14.5333,20.9167,87.19,18,54,7.11,TD,Sat Jun 26 21:13:18 2021
isangel,2136825,-19.55,169.2667,76.44,65,29,13,VU,Sat Jun 26 21:13:18 2021
maragogi,3395458,-9.0122,-35.2225,72.72,86,71,7.7,BR,Sat Jun 26 21:13:18 2021
sistranda,3139597,63.7256,8.834,53.91,88,78,22.08,NO,Sat Jun 26 21:10:53 2021
chumikan,2025256,54.7183,135.315,53.31,77,100,9.69,RU,Sat Jun 26 21:12:14 2021
ponerihouen,2138687,-21.0833,165.4,76.08,62,99,7.43,NC,Sat Jun 26 21:13:19 2021
taltal,3870243,-25.4,-70.4833,60.37,66,100,4.36,CL,Sat Jun 26 21:13:19 2021
ballina,2177069,-28.8667,153.5667,66.38,62,15,7.52,AU,Sat Jun 26 21:13:20 2021
pacasmayo,3694178,-7.4006,-79.5714,64,87,62,9.78,PE,Sat Jun 26 21:13:20 2021
staryy nadym,1490918,65.6118,72.6842,55.2,45,86,1.12,RU,Sat Jun 26 21:13:20 2021
dunedin,2191562,-45.8742,170.5036,53.8,64,74,1.01,NZ,Sat Jun 26 21:13:21 2021
tirodi,1254400,21.6833,79.7,90.84,52,45,5.28,IN,Sat Jun 26 21:13:21 2021
mangan,1263776,27.5167,88.5333,80.58,86,95,2.3,IN,Sat Jun 26 21:13:22 2021
zhezkazgan,1516589,47.8043,67.7144,77.22,26,65,19.06,KZ,Sat Jun 26 21:13:22 2021
zhigalovo,2012532,54.8097,105.1578,56.75,92,100,0.94,RU,Sat Jun 26 21:12:10 2021
rio gallegos,3838859,-51.6226,-69.2181,34.72,61,100,10.45,AR,Sat Jun 26 21:10:54 2021
meadow lake,5478673,34.8014,-106.5436,76.6,40,82,6.6,US,Sat Jun 26 21:13:23 2021
west wendover,5710035,40.7391,-114.0733,79.81,19,1,10.36,US,Sat Jun 26 21:13:23 2021
koumac,2140558,-20.5667,164.2833,76.84,64,99,6.71,NC,Sat Jun 26 21:13:23 2021
tena,3650721,-0.9833,-77.8167,66.7,98,15,3.47,EC,Sat Jun 26 21:13:24 2021
kalmunai,1242110,7.4167,81.8167,85.77,60,99,2.26,LK,Sat Jun 26 21:13:24 2021
dhaka,1185241,23.7104,90.4074,89.58,66,40,11.5,BD,Sat Jun 26 21:09:08 2021
kununurra,2068110,-15.7667,128.7333,76.98,27,80,10.36,AU,Sat Jun 26 21:12:12 2021
archidona,2521673,37.0965,-4.3887,66.92,56,1,1.72,ES,Sat Jun 26 21:13:25 2021
berlevag,780687,70.8578,29.0864,46.8,89,99,4.18,NO,Sat Jun 26 21:13:25 2021
vardo,777019,70.3705,31.1107,46.58,91,100,2.1,NO,Sat Jun 26 21:13:25 2021
yangjiang,1806408,21.85,111.9667,87.94,67,89,12.01,CN,Sat Jun 26 21:13:26 2021
marawi,1701054,7.9986,124.2928,81.64,66,92,2.17,PH,Sat Jun 26 21:13:26 2021
daru,2098329,-9.0763,143.2092,79.07,87,98,15.99,PG,Sat Jun 26 21:13:27 2021
namibe,3347019,-15.1961,12.1522,68.92,56,8,7.72,AO,Sat Jun 26 21:13:27 2021
amga,2027786,60.8953,131.9608,82.38,28,100,8.12,RU,Sat Jun 26 21:13:27 2021
orhangazi,741045,40.4892,29.3089,74.91,68,0,2.42,TR,Sat Jun 26 21:13:28 2021
semey,1519422,50.4111,80.2275,68.22,49,0,11.18,KZ,Sat Jun 26 21:13:28 2021
muyezerskiy,524100,63.9333,31.65,58.98,71,9,5.48,RU,Sat Jun 26 21:13:28 2021
burnie,2173125,-41.0667,145.9167,58.91,61,25,10.11,AU,Sat Jun 26 21:13:29 2021
mahebourg,934322,-20.4081,57.7,72.25,80,2,10.51,MU,Sat Jun 26 21:13:29 2021
los llanos de aridane,2514651,28.6585,-17.9182,65.95,84,90,13.8,ES,Sat Jun 26 21:13:30 2021
haysville,4272788,37.5645,-97.3523,75.6,82,1,3.44,US,Sat Jun 26 21:13:30 2021
paamiut,3421193,61.994,-49.6678,44.22,98,100,19.08,GL,Sat Jun 26 21:13:30 2021
mount isa,2065594,-20.7333,139.5,67.77,37,76,9.22,AU,Sat Jun 26 21:13:31 2021
astoria,5711847,46.1879,-123.8313,81.09,73,1,3.44,US,Sat Jun 26 21:13:31 2021
dombarovskiy,565407,50.7587,59.5386,80.35,50,2,9.48,RU,Sat Jun 26 21:13:31 2021
puerto madryn,3840092,-42.7692,-65.0385,42.66,79,97,22.17,AR,Sat Jun 26 21:11:59 2021
pingliang,1798760,35.5392,106.6861,83.16,40,28,8.86,CN,Sat Jun 26 21:13:32 2021
port hardy,6111862,50.6996,-127.4199,66.94,82,12,8.63,CA,Sat Jun 26 21:13:32 2021
humaita,3664078,-7.5061,-63.0208,72.77,90,27,2.55,BR,Sat Jun 26 21:13:33 2021
labuan,1733782,5.2767,115.2417,87.96,76,45,4.12,MY,Sat Jun 26 21:09:18 2021
taguatinga,6319623,-12.3857,-46.5711,64.44,37,0,4.79,BR,Sat Jun 26 21:13:33 2021
senanga,898947,-16.1167,23.2667,50.61,54,3,4.18,ZM,Sat Jun 26 21:13:34 2021
sechura,3691954,-5.5569,-80.8222,67.12,77,13,12.68,PE,Sat Jun 26 21:13:34 2021
hereford,2647074,52.0568,-2.7148,59.02,88,80,8.12,GB,Sat Jun 26 21:13:34 2021
ust-maya,2013918,60.4167,134.5333,82.51,32,100,4.03,RU,Sat Jun 26 21:13:35 2021
manono,209598,-7.3,27.4167,64.9,43,5,2.84,CD,Sat Jun 26 21:13:35 2021
upernavik,3418910,72.7868,-56.1549,37.04,98,100,5.88,GL,Sat Jun 26 21:13:36 2021
cutervo,3699087,-6.379,-78.8157,48.07,91,21,2.15,PE,Sat Jun 26 21:13:36 2021
miura,1907309,35.14,139.6192,80.37,87,100,0.78,JP,Sat Jun 26 21:13:36 2021
olga,2018553,43.7444,135.2892,68.72,66,53,5.41,RU,Sat Jun 26 21:13:37 2021
vrangel,2013258,42.7297,133.0839,65.35,82,93,6.38,RU,Sat Jun 26 21:13:37 2021
beloha,1067565,-25.1667,45.05,60.55,82,0,4.61,MG,Sat Jun 26 21:13:37 2021
comodoro rivadavia,3860443,-45.8667,-67.5,39.87,59,12,5.5,AR,Sat Jun 26 21:10:01 2021
portland,5746545,45.5234,-122.6762,96.78,45,20,1.01,US,Sat Jun 26 21:08:47 2021
pedasi,3703239,7.5333,-80.0333,70.45,82,66,1.86,PA,Sat Jun 26 21:13:38 2021
shanghai,1796236,31.2222,121.4581,82.26,81,75,11.18,CN,Sat Jun 26 21:11:01 2021
palana,2122262,59.1167,159.9667,48.38,77,94,4.12,RU,Sat Jun 26 21:13:39 2021
kincardine,2645525,56.0667,-3.7167,55.38,88,100,1.34,GB,Sat Jun 26 21:13:39 2021
simoes,3387625,-7.5989,-40.8178,68.43,56,4,13.85,BR,Sat Jun 26 21:13:39 2021
ayagoz,1525988,47.9714,80.4392,63.12,46,2,5.75,KZ,Sat Jun 26 21:13:40 2021
santa rosa,1687894,14.3122,121.1114,92.08,61,35,2.77,PH,Sat Jun 26 21:13:40 2021
mahajanga,1062663,-15.7167,46.3167,64.42,88,0,5.75,MG,Sat Jun 26 21:13:40 2021
mehran,124291,33.1222,46.1646,92.68,6,0,3.13,IR,Sat Jun 26 21:13:41 2021
speedway,4265146,39.8023,-86.2672,79,74,1,8.05,US,Sat Jun 26 21:13:41 2021
wanaka,2184707,-44.7,169.15,49.1,98,91,1.99,NZ,Sat Jun 26 21:13:42 2021
mamallapuram,1263997,12.6264,80.1722,86.05,57,100,7.18,IN,Sat Jun 26 21:13:42 2021
bairiki,7601762,1.3292,172.9752,87.8,66,40,6.91,KI,Sat Jun 26 21:13:42 2021
gat,293842,31.61,34.7642,81.39,69,0,2.37,IL,Sat Jun 26 21:13:43 2021
avera,4231997,33.194,-82.5271,76.87,82,30,7.09,US,Sat Jun 26 21:13:43 2021
roald,3141667,62.5833,6.1333,54.34,76,90,17.27,NO,Sat Jun 26 21:13:43 2021
djambala,2260401,-2.5447,14.7533,65.66,92,26,4.9,CG,Sat Jun 26 21:13:44 2021
lata,2738381,40.1629,-8.3327,60.04,89,82,4.83,PT,Sat Jun 26 21:13:44 2021
pangnirtung,6096551,66.1451,-65.7125,36.1,99,100,1.05,CA,Sat Jun 26 21:13:44 2021
coahuayana,4013679,18.7333,-103.6833,70.95,95,100,5.75,MX,Sat Jun 26 21:13:45 2021
henderson,5505411,36.0397,-114.9819,101.64,14,1,8.05,US,Sat Jun 26 21:11:13 2021
oranjemund,3354071,-28.55,16.4333,53.91,65,18,4.09,NA,Sat Jun 26 21:13:45 2021
eureka,5563397,40.8021,-124.1637,58.57,78,48,1.99,US,Sat Jun 26 21:09:16 2021
abu kamal,174448,34.4506,40.9171,88.84,27,0,11.12,SY,Sat Jun 26 21:13:46 2021
belmonte,3470137,-15.8631,-38.8828,64.9,63,68,6.98,BR,Sat Jun 26 21:13:46 2021
petropavlovsk-kamchatskiy,2122104,53.0452,158.6483,73.99,27,75,17.9,RU,Sat Jun 26 21:13:47 2021
ugento,2522833,39.9263,18.1574,75.45,68,2,10.6,IT,Sat Jun 26 21:13:47 2021
iquique,3887127,-20.2208,-70.1431,59.04,79,48,3.78,CL,Sat Jun 26 21:13:00 2021
poso,1630723,-1.3959,120.7524,84.99,69,72,4.59,ID,Sat Jun 26 21:13:48 2021
atambua,1651103,-9.1061,124.8925,84.63,55,33,3.6,ID,Sat Jun 26 21:13:48 2021
carutapera,3402648,-1.195,-46.02,74.16,93,25,4.61,BR,Sat Jun 26 21:13:49 2021
puri,1259184,19.8,85.85,87.39,69,49,9.08,IN,Sat Jun 26 21:13:49 2021
boyabat,750468,41.4689,34.7667,68.67,82,0,2.13,TR,Sat Jun 26 21:13:49 2021
kachiry,1523662,53.0675,76.1036,71.33,46,69,14.67,KZ,Sat Jun 26 21:13:50 2021
tessalit,2449893,20.1986,1.0114,91.53,10,1,8.25,ML,Sat Jun 26 21:13:50 2021
saldanha,3361934,-33.0117,17.9442,53.58,84,7,9.62,ZA,Sat Jun 26 21:13:50 2021
te anau,2181625,-45.4167,167.7167,48.49,87,100,6.13,NZ,Sat Jun 26 21:13:51 2021
sioux city,4876523,42.5,-96.4003,66.81,78,21,3.29,US,Sat Jun 26 21:13:51 2021
north bend,5742974,43.4065,-124.2243,65.86,90,90,5.75,US,Sat Jun 26 21:13:51 2021
sitka,5557293,57.0531,-135.33,62.49,77,90,4.61,US,Sat Jun 26 21:13:52 2021
broken hill,2173911,-31.95,141.4333,56.79,46,0,3.33,AU,Sat Jun 26 21:13:52 2021
biograd na moru,3204121,43.9433,15.4519,68.76,61,2,4.27,HR,Sat Jun 26 21:13:53 2021
hobyo,57000,5.3505,48.5268,78.03,81,95,20.98,SO,Sat Jun 26 21:13:53 2021
jacqueville,2287778,5.2052,-4.4146,75.11,88,99,3.13,CI,Sat Jun 26 21:13:53 2021
tevaitoa,4033375,-16.7833,-151.5,80.58,77,7,11.59,PF,Sat Jun 26 21:13:54 2021
coquimbo,3893629,-29.9533,-71.3436,51.53,87,75,4.61,CL,Sat Jun 26 21:13:54 2021
port hedland,2063042,-20.3167,118.5667,73.45,38,90,11.5,AU,Sat Jun 26 21:13:54 2021
dutse,2344245,11.7594,9.3392,78.66,64,99,11.7,NG,Sat Jun 26 21:13:55 2021
tura,1254046,25.5198,90.2201,83.34,74,31,7.31,IN,Sat Jun 26 21:13:55 2021
lebyazhye,1500764,55.2689,66.4947,71.01,73,8,6.15,RU,Sat Jun 26 21:13:56 2021
sri aman,1735799,1.2376,111.4621,85.68,67,96,3.09,MY,Sat Jun 26 21:13:56 2021
polyarnyye zori,506762,67.3661,32.4981,50.9,100,100,3.36,RU,Sat Jun 26 21:13:56 2021
rafai,236524,4.95,23.9167,67.8,90,96,1.63,CF,Sat Jun 26 21:13:57 2021
oktyabrskiy,515879,54.4815,53.471,74.88,76,9,4.21,RU,Sat Jun 26 21:13:57 2021
sardarshahr,1257198,28.4333,74.4833,96.69,33,8,4.56,IN,Sat Jun 26 21:13:57 2021
ulagan,1488048,50.6321,87.9563,54,77,99,0.18,RU,Sat Jun 26 21:13:58 2021
sola,2134814,-13.8833,167.55,80.08,70,83,19.86,VU,Sat Jun 26 21:13:58 2021
minas,3441665,-34.3759,-55.2377,50.47,95,100,16.22,UY,Sat Jun 26 21:13:59 2021
darnah,87205,32.767,22.6367,83.57,41,0,12.01,LY,Sat Jun 26 21:13:59 2021
pangody,1495626,65.85,74.4859,54.82,44,65,5.01,RU,Sat Jun 26 21:13:59 2021
gwanda,890516,-20.9333,29,53.51,39,0,4.05,ZW,Sat Jun 26 21:14:00 2021
san juan,3837213,-31.5375,-68.5364,41.54,44,75,4.12,AR,Sat Jun 26 21:14:00 2021
salto,3440714,-31.3833,-57.9667,48.87,87,100,11.01,UY,Sat Jun 26 21:14:01 2021
baiao,3406844,-2.7906,-49.6717,72.82,91,65,2.57,BR,Sat Jun 26 21:14:01 2021
vaitape,4033077,-16.5167,-151.75,81.54,74,3,9.13,PF,Sat Jun 26 21:14:01 2021
melilla,2513947,35.2937,-2.9383,64.78,77,20,3.44,ES,Sat Jun 26 21:14:02 2021
rundu,3353383,-17.9333,19.7667,49.23,40,20,3.42,NA,Sat Jun 26 21:14:02 2021
praia da vitoria,3372760,38.7333,-27.0667,64.76,90,17,6.62,PT,Sat Jun 26 21:14:03 2021
acarau,3408368,-2.8856,-40.12,75.99,81,3,2.24,BR,Sat Jun 26 21:11:28 2021
lima,3936456,-12.0432,-77.0282,62.91,84,90,9.22,PE,Sat Jun 26 21:12:22 2021
fez,2548885,34.0372,-4.9998,64.65,88,0,3.44,MA,Sat Jun 26 21:09:12 2021
puerto del rosario,2512186,28.5004,-13.8627,69.55,78,10,13.8,ES,Sat Jun 26 21:14:03 2021
marsh harbour,3571913,26.5412,-77.0636,81.14,69,45,17.11,BS,Sat Jun 26 21:14:04 2021
socorro,5530932,31.6546,-106.3033,93.18,16,20,3.44,US,Sat Jun 26 21:14:04 2021
laguna,5364271,38.421,-121.4238,91.24,48,1,4,US,Sat Jun 26 21:14:05 2021
takoradi,2294915,4.8845,-1.7554,75.81,89,100,4.43,GH,Sat Jun 26 21:14:05 2021
kulhudhuffushi,1337613,6.6221,73.07,81.82,75,52,11.56,MV,Sat Jun 26 21:14:06 2021
vostok,2013279,46.4856,135.8833,81.39,35,95,8.5,RU,Sat Jun 26 21:14:06 2021
trelew,3833883,-43.249,-65.3051,42.22,78,73,18.43,AR,Sat Jun 26 21:14:07 2021
klintsy,547475,52.7602,32.2393,67.05,88,99,5.37,RU,Sat Jun 26 21:14:07 2021
nichinan,1855476,31.6,131.3667,69.48,95,100,9.62,JP,Sat Jun 26 21:09:13 2021
ponnani,1259411,10.767,75.9252,83.52,72,89,8.95,IN,Sat Jun 26 21:14:08 2021
anamur,323828,36.0751,32.8369,77.02,50,0,5.86,TR,Sat Jun 26 21:14:08 2021
esmeraldas,3464008,-19.7625,-44.3139,58.06,84,11,4,BR,Sat Jun 26 21:14:08 2021
saint-ambroise,6137381,48.5501,-71.3324,62.58,99,100,3.09,CA,Sat Jun 26 21:14:09 2021
kwinana,2068079,-32.25,115.7667,57.99,69,100,3,AU,Sat Jun 26 21:14:09 2021
ahuimanu,5856516,21.4447,-157.8378,80.46,65,75,6.91,US,Sat Jun 26 21:14:10 2021
mandera,187896,3.9366,41.867,74.25,63,50,10.69,KE,Sat Jun 26 21:14:10 2021
nemuro,2128975,43.3236,145.575,54.97,95,83,9.35,JP,Sat Jun 26 21:14:10 2021
sobolevo,525426,54.4299,31.8996,66.65,88,81,5.21,RU,Sat Jun 26 21:14:11 2021
sretensk,2016110,52.2453,117.7093,85.23,41,99,2.71,RU,Sat Jun 26 21:12:11 2021
sao sebastiao,3448257,-23.76,-45.4097,68.61,84,54,4.63,BR,Sat Jun 26 21:14:11 2021
nampa,5601933,43.5407,-116.5635,87.19,41,1,0,US,Sat Jun 26 21:14:11 2021
levelland,5525042,33.5873,-102.378,65.25,85,72,8.5,US,Sat Jun 26 21:14:12 2021
robertsport,2274275,6.7533,-11.3686,77.07,83,100,1.88,LR,Sat Jun 26 21:14:12 2021
chapais,5919850,49.7834,-74.8492,62.38,99,100,4.05,CA,Sat Jun 26 21:14:13 2021
iwade,1861244,34.25,135.3167,78.03,68,100,3.78,JP,Sat Jun 26 21:14:13 2021
fernie,5952370,49.5,-115.0687,71.8,62,40,5.03,CA,Sat Jun 26 21:14:13 2021
santo antonio da platina,3449529,-23.295,-50.0772,62.6,63,0,1.34,BR,Sat Jun 26 21:14:14 2021
valparaiso,3868626,-33.0393,-71.6273,50.47,71,0,4.61,CL,Sat Jun 26 21:14:14 2021
tochio,1850307,37.4667,139,71.62,85,100,2.17,JP,Sat Jun 26 21:14:14 2021
atar,2381334,20.5169,-13.0499,84.34,34,4,2.17,MR,Sat Jun 26 21:14:15 2021
vangazi,454537,57.0936,24.5486,64.65,96,100,4.12,LV,Sat Jun 26 21:14:15 2021
sangmelima,2222230,2.9333,11.9833,65.55,100,87,2.62,CM,Sat Jun 26 21:14:15 2021
uri,1253694,34.0833,74.0333,80.2,46,80,2.08,IN,Sat Jun 26 21:14:16 2021
batemans bay,2176639,-35.7167,150.1833,63.91,42,6,5.44,AU,Sat Jun 26 21:14:16 2021
rio de janeiro,3451190,-22.9028,-43.2075,70.92,86,0,3.44,BR,Sat Jun 26 21:11:26 2021
olinda,3393536,-8.0089,-34.8553,69.53,78,40,4.61,BR,Sat Jun 26 21:14:17 2021
huarmey,3939168,-10.0681,-78.1522,63.37,85,68,9.04,PE,Sat Jun 26 21:14:17 2021
chumphon,1153555,10.3333,98.8333,82.38,63,92,6.46,TH,Sat Jun 26 21:14:18 2021
yenagoa,2318123,4.9247,6.2642,74.19,93,100,3.65,NG,Sat Jun 26 21:14:18 2021
port lincoln,2063036,-34.7333,135.8667,60.24,74,28,13.29,AU,Sat Jun 26 21:14:18 2021
mumford,2297810,5.2618,-0.759,74.28,92,100,5.97,GH,Sat Jun 26 21:14:19 2021
nabire,1634614,-3.3667,135.4833,85.32,59,30,4.92,ID,Sat Jun 26 21:14:19 2021
devils lake,5058868,48.1128,-98.8651,66.18,82,90,5.75,US,Sat Jun 26 21:14:20 2021
fare,4034496,-16.7,-151.0167,80.06,77,3,9.95,PF,Sat Jun 26 21:14:20 2021
atherton,2656847,53.5237,-2.4935,58.28,89,44,1.99,GB,Sat Jun 26 21:14:20 2021
otavi,3353934,-19.65,17.3333,54.88,31,7,5.06,NA,Sat Jun 26 21:14:21 2021
tuatapere,2180815,-46.1333,167.6833,54.82,84,59,3.65,NZ,Sat Jun 26 21:14:21 2021
samarai,2132606,-10.6167,150.6667,80.87,80,90,9.73,PG,Sat Jun 26 21:14:21 2021
panzhihua,6929460,26.5851,101.7128,84.88,64,100,2.8,CN,Sat Jun 26 21:14:22 2021
paita,3694112,-5.0892,-81.1144,66.43,84,35,10.98,PE,Sat Jun 26 21:14:22 2021
ruteng,1629380,-8.6136,120.4721,70.54,81,92,1.1,ID,Sat Jun 26 21:14:23 2021
orbetello,3171985,42.4408,11.2196,67.23,57,5,4.05,IT,Sat Jun 26 21:14:23 2021
kuusankoski,649919,60.907,26.6244,66.42,99,90,6.91,FI,Sat Jun 26 21:14:23 2021
nacala,1035025,-14.5428,40.6728,68.16,80,4,1.34,MZ,Sat Jun 26 21:14:24 2021
abu dhabi,292968,24.4667,54.3667,96.82,24,0,11.5,AE,Sat Jun 26 21:12:36 2021
faya,110690,18.3851,42.4509,66.72,19,32,7.58,SA,Sat Jun 26 21:14:24 2021
udachnyy,2014624,66.4167,112.4,78.1,38,92,9.71,RU,Sat Jun 26 21:14:24 2021
la ronge,6050066,55.1001,-105.2842,60.78,89,71,8.12,CA,Sat Jun 26 21:14:25 2021
malinovoye ozero,1499779,51.6753,79.7825,64.99,51,100,6.8,RU,Sat Jun 26 21:14:25 2021
bagdarin,2027244,54.4333,113.6,79.05,40,27,4.99,RU,Sat Jun 26 21:12:15 2021
scarborough,2638419,54.2797,-0.4044,56.53,88,100,6.93,GB,Sat Jun 26 21:11:58 2021
ahipara,2194098,-35.1667,173.1667,61.88,92,100,18.45,NZ,Sat Jun 26 21:14:26 2021
qidong,1806840,31.8128,121.6561,80.98,85,100,6.78,CN,Sat Jun 26 21:14:26 2021
vancouver,6173331,49.2497,-123.1193,87.46,55,1,1.01,CA,Sat Jun 26 21:11:34 2021
ulaangom,1515029,49.9811,92.0667,67.73,35,90,11.45,MN,Sat Jun 26 21:10:22 2021
inirida,3671450,3.8653,-67.9239,72,98,85,0.85,CO,Sat Jun 26 21:14:27 2021
coihaique,3894426,-45.5752,-72.0662,30.15,93,0,5.75,CL,Sat Jun 26 21:13:04 2021
